USA,Luis Mandoki,Comedy,Born Yesterday,PG,100,5.1,Melanie Griffith,Garson Kanin,1993
USA,Deran Sarafian,Action,Gunmen,R,94,5.2,Christopher Lambert,Stephen Sommers,1993
USA,Randa Haines,Drama,Wrestling Ernest Hemingway,PG-13,123,7.1,Robert Duvall,Steve Conrad,1993
USA,Gregg Araki,Comedy,Totally F***ed Up,UNRATED,78,6.1,James Duval,Gregg Araki,1993
USA,Glenn Gordon Caron,Comedy,Wilder Napalm,PG-13,109,5.5,Debra Winger,Vince Gilligan,1993
USA,John Whitesell,Drama,Calendar Girl,PG-13,90,5,Jason Priestley,Paul W. Shapiro,1993
USA,Michael Steinberg,Drama,"Bodies, Rest & Motion",R,95,5.6,Phoebe Cates,Roger Hedden,1993
France,Tran Anh Hung,Drama,The Scent of Green Papaya,NOT RATED,104,7.4,Tran Nu Yên-Khê,Tran Anh Hung,1993
Hong Kong,Hark Tsui,Action,Once Upon a Time in China III,R,109,6.8,Jet Li,Tin-suen Chan,1993
USA,Kevin Tenney,Horror,Witchboard 2,R,98,5,Ami Dolenz,Kevin Tenney,1993
USA,Haile Gerima,Drama,Sankofa,Not specified,100,7.1,Kofi Ghanaba,Haile Gerima,1993
USA,Alan Spencer,Comedy,Hexed,R,100,5.5,Arye Gross,Alan Spencer,1993
Italy,Nanni Moretti,Biography,Caro diario,UNRATED,100,7.3,Nanni Moretti,Nanni Moretti,1993
USA,Steven Hilliard Stern,Drama,Morning Glory,PG-13,96,6.6,Christopher Reeve,Charles Jarrott,1993
USA,Yurek Bogayevicz,Comedy,Three of Hearts,R,100,5.5,William Baldwin,Adam Greenman,1993
USA,Tom Flynn,Comedy,Watch It,R,102,6.4,Peter Gallagher,Tom Flynn,1993
USA,Stephen Cornwell,Action,Philadelphia Experiment II,PG-13,97,4.5,Brad Johnson,Wallace C. Bennett,1993
China,Zhuangzhuang Tian,Drama,El papalote azul,Not specified,100,7.7,Tian Yi,Xiao Mao,1993
Canada,Denys Arcand,Drama,Love & Human Remains,R,100,6.7,Thomas Gibson,Brad Fraser,1993
USA,Tim Hunter,Drama,The Saint of Fort Washington,R,100,7.2,Danny Glover,Lyle Kessler,1993
USA,Victor Nunez,Drama,Ruby in Paradise,R,114,7.1,Ashley Judd,Jane Austen,1993
USA,Frank Darabont,Crime,The Shawshank Redemption,R,142,9.3,Tim Robbins,Stephen King,1994
USA,Quentin Tarantino,Crime,Pulp Fiction,R,154,8.9,John Travolta,Quentin Tarantino,1994
USA,Robert Zemeckis,Comedy,Forrest Gump,PG-13,142,8.8,Tom Hanks,Winston Groom,1994
France,Luc Besson,Crime,Léon: The Professional,R,110,8.6,Jean Reno,Luc Besson,1994
USA,Roger Allers,Animation,The Lion King,G,88,8.5,Matthew Broderick,Irene Mecchi,1994
USA,Neil Jordan,Drama,Interview with the Vampire: The Vampire Chronicles,R,123,7.6,Brad Pitt,Anne Rice,1994
USA,Jan de Bont,Action,Speed,R,116,7.2,Keanu Reeves,Graham Yost,1994
USA,Penelope Spheeris,Comedy,The Little Rascals,PG,82,6.3,Travis Tedford,Penelope Spheeris,1994
UK,Mike Newell,Comedy,Four Weddings and a Funeral,R,117,7.1,Hugh Grant,Richard Curtis,1994
USA,Chuck Russell,Comedy,The Mask,PG-13,101,6.9,Jim Carrey,Michael Fallon,1994
USA,Peter Farrelly,Comedy,Dumb and Dumber,PG-13,107,7.3,Jim Carrey,Peter Farrelly,1994
USA,Oliver Stone,Crime,Natural Born Killers,R,118,7.3,Woody Harrelson,Quentin Tarantino,1994
USA,Edward Zwick,Drama,Legends of the Fall,R,133,7.5,Brad Pitt,Susan Shilliday,1994
France,Roland Emmerich,Action,Stargate: la puerta del tiempo,PG-13,116,7.1,Kurt Russell,Dean Devlin,1994
USA,James Cameron,Action,True Lies,R,141,7.2,Arnold Schwarzenegger,Claude Zidi,1994
USA,Alex Proyas,Action,The Crow,R,102,7.6,Brandon Lee,James O'Barr,1994
USA,Tom Shadyac,Comedy,Ace Ventura: Pet Detective,PG-13,86,6.9,Jim Carrey,Jack Bernstein,1994
USA,Lawrence Kasdan,Adventure,Wyatt Earp,PG-13,191,6.7,Kevin Costner,Dan Gordon,1994
USA,Brian Levant,Comedy,The Flintstones,PG,91,4.8,John Goodman,Tom S. Parker,1994
USA,Sam Weisman,Comedy,D2: The Mighty Ducks,PG,106,6,Emilio Estevez,Steven Brill,1994
USA,Ben Stiller,Comedy,Reality Bites,PG-13,99,6.6,Winona Ryder,Helen Childress,1994
USA,David Carson,Action,Star Trek: Generations,PG,118,6.6,Patrick Stewart,Gene Roddenberry,1994
USA,Tim Burton,Biography,Ed Wood,R,127,7.9,Johnny Depp,Rudolph Grey,1994
USA,Wes Craven,Fantasy,New Nightmare,R,112,6.4,Heather Langenkamp,Wes Craven,1994
USA,Kevin Smith,Comedy,Clerks,R,92,7.8,Brian O'Halloran,Kevin Smith,1994
USA,Kenneth Branagh,Drama,Mary Shelley's Frankenstein,R,123,6.4,Robert De Niro,Mary Shelley,1994
USA,Phillip Noyce,Action,Clear and Present Danger,PG-13,141,6.9,Harrison Ford,Tom Clancy,1994
USA,Gillian Armstrong,Drama,Little Women,PG,115,7.3,Susan Sarandon,Louisa May Alcott,1994
USA,Donald Petrie,Comedy,Ri¢hie Ri¢h,PG,95,5.3,Macaulay Culkin,Neil Tolkin,1994
USA,Kim Henkel,Comedy,Texas Chainsaw Massacre: The Next Generation,R,95,3.2,Renée Zellweger,Kim Henkel,1994
USA,Patrick Read Johnson,Adventure,Baby's Day Out,PG,99,6,Lara Flynn Boyle,John Hughes,1994
Japan,Steven E. de Souza,Action,Street Fighter,PG-13,102,3.8,Jean-Claude Van Damme,Steven E. de Souza,1994
USA,Duwayne Dunham,Comedy,Little Giants,PG,107,6.3,Rick Moranis,James Ferguson,1994
USA,Michael Lehmann,Comedy,Airheads,PG-13,92,6.1,Brendan Fraser,Rich Wilkes,1994
Australia,Stephan Elliott,Comedy,"Las aventuras de Priscilla, reina del desierto",R,104,7.5,Hugo Weaving,Stephan Elliott,1994
New Zealand,Peter Jackson,Biography,Criaturas celestiales,R,99,7.4,Melanie Lynskey,Fran Walsh,1994
USA,John Carpenter,Fantasy,In the Mouth of Madness,R,95,7.2,Sam Neill,Michael De Luca,1994
USA,Michael Apted,Drama,Nell,PG-13,112,6.5,Jodie Foster,Mark Handley,1994
USA,Joel Schumacher,Crime,The Client,PG-13,119,6.7,Susan Sarandon,John Grisham,1994
USA,Richard Donner,Action,Maverick,PG,127,7,Mel Gibson,Roy Huggins,1994
USA,John Pasquin,Comedy,The Santa Clause,PG,97,6.4,Tim Allen,Leo Benvenuti,1994
USA,William Friedkin,Drama,Blue Chips,PG-13,108,6.1,Nick Nolte,Ron Shelton,1994
France,Steve Miner,Comedy,My Father the Hero,PG,90,5.4,Gérard Depardieu,Gérard Lauzier,1994
Hong Kong,Kar-Wai Wong,Crime,Chungking Express,PG-13,102,8.1,Brigitte Lin,Kar-Wai Wong,1994
Peru,Luis Llosa,Action,The Specialist,R,110,5.5,Sylvester Stallone,John Shirley,1994
USA,Rupert Wainwright,Comedy,Blank Check,PG,93,5.2,Brian Bonsall,Blake Snyder,1994
USA,Penny Marshall,Comedy,Renaissance Man,PG-13,128,6.1,Danny DeVito,Jim Burnstein,1994
USA,Stephen Sommers,Adventure,El Libro de la Selva,PG,111,6,Jason Scott Lee,Rudyard Kipling,1994
Australia,P.J. Hogan,Comedy,La boda de Muriel,R,106,7.2,Toni Collette,P.J. Hogan,1994
USA,William Dear,Comedy,Angels in the Outfield,PG,102,6.1,Danny Glover,Dorothy Kingsley,1994
USA,John Landis,Action,Beverly Hills Cop III,R,104,5.5,Eddie Murphy,Danilo Bach,1994
USA,Robert Redford,Biography,Quiz Show,PG-13,133,7.5,Ralph Fiennes,Paul Attanasio,1994
USA,Barry Levinson,Drama,Disclosure,R,128,6,Michael Douglas,Michael Crichton,1994
New Zealand,Lee Tamahori,Crime,Somos guerreros,R,102,7.9,Rena Owen,Riwia Brown,1994
USA,Jessie Nelson,Comedy,"Corrina, Corrina",PG,115,6.5,Ray Liotta,Jessie Nelson,1994
USA,Mike Nichols,Drama,Wolf,R,125,6.2,Jack Nicholson,Jim Harrison,1994
USA,Peter Segal,Comedy,Naked Gun 33 1/3: The Final Insult,PG-13,83,6.5,Leslie Nielsen,Pat Proft,1994
USA,Jonathan Kaplan,Romance,Bad Girls,R,99,5.1,Madeleine Stowe,Albert S. Ruddy,1994
USA,Pixote Hunt,Animation,The Pagemaster,G,80,6,Macaulay Culkin,David Kirschner,1994
UK,Joel Coen,Comedy,The Hudsucker Proxy,PG,111,7.3,Tim Robbins,Ethan Coen,1994
USA,Richard Rush,Mystery,Color of Night,R,121,5.1,Bruce Willis,Billy Ray,1994
USA,Curtis Hanson,Action,The River Wild,PG-13,111,6.3,Meryl Streep,Denis O'Neill,1994
USA,Hart Bochner,Comedy,PCU,PG-13,79,6.6,Jeremy Piven,Adam Leff,1994
Switzerland,Krzysztof Kieslowski,Drama,Three Colors: Red,R,99,8.1,Irène Jacob,Krzysztof Kieslowski,1994
USA,Jeremy Leven,Comedy,Don Juan DeMarco,PG-13,97,6.7,Johnny Depp,Lord Byron,1994
USA,Jonathan Prince,Adventure,Camp Nowhere,PG,96,5.9,Jonathan Jackson,Andrew Kurtzman,1994
Hong Kong,Chia-Liang Liu,Action,The Legend of Drunken Master,R,102,7.6,Jackie Chan,Edward Tang,1994
USA,Ivan Reitman,Comedy,Junior,PG-13,109,4.6,Arnold Schwarzenegger,Kevin Wade,1994
Canada,Peter Hyams,Action,Timecop: Policía del futuro,R,99,5.8,Jean-Claude Van Damme,Mark Verheiden,1994
USA,Norman Jewison,Comedy,Only You,PG,115,6.5,Marisa Tomei,Diane Drake,1994
USA,Howard Zieff,Comedy,My Girl 2,PG,99,5.2,Dan Aykroyd,Laurice Elehwany,1994
USA,Richard Rich,Animation,The Swan Princess,G,100,6.4,Jack Palance,Richard Rich,1994
USA,David S. Ward,Comedy,Major League II,PG,105,5.5,Charlie Sheen,David S. Ward,1994
USA,Jeff Pollack,Crime,Above the Rim,R,96,6.6,Duane Martin,Jeff Pollack,1994
USA,Roger Donaldson,Action,The Getaway,R,115,5.7,Alec Baldwin,Jim Thompson,1994
USA,Andrew Bergman,Comedy,It Could Happen to You,PG,101,6.3,Nicolas Cage,Jane Anderson,1994
UK,Bernard Rose,Biography,Immortal Beloved,R,121,7.5,Gary Oldman,Bernard Rose,1994
USA,Robert Altman,Comedy,Ready to Wear,R,133,5,Sophia Loren,Robert Altman,1994
UK,John Dahl,Crime,The Last Seduction,R,110,7.1,Linda Fiorentino,Steve Barancik,1994
USA,Luis Mandoki,Drama,When a Man Loves a Woman,R,126,6.5,Meg Ryan,Ronald Bass,1994
Canada,Atom Egoyan,Drama,Exótica,R,103,7.2,Bruce Greenwood,Atom Egoyan,1994
USA,Steven Seagal,Action,On Deadly Ground,R,101,4.4,Steven Seagal,Ed Horowitz,1994
USA,Garry Marshall,Comedy,Exit to Eden,R,113,4.1,Dana Delany,Anne Rice,1994
USA,Andrew Fleming,Comedy,Threesome,R,89,6.2,Lara Flynn Boyle,Andrew Fleming,1994
USA,Ernest R. Dickerson,Action,Surviving the Game,R,96,6.1,Rutger Hauer,Eric Bernt,1994
UK,Danny Boyle,Crime,Shallow Grave,R,89,7.3,Kerry Fox,John Hodge,1994
USA,Spike Lee,Comedy,Crooklyn,PG-13,115,6.9,Alfre Woodard,Cinqué Lee,1994
USA,Tony Richardson,Drama,Blue Sky,PG-13,101,6.4,Jessica Lange,Rama Laurie Stagner,1994
USA,Christopher Cain,Action,The Next Karate Kid,PG,107,4.3,Pat Morita,Robert Mark Kamen,1994
USA,Stephen Hopkins,Action,Blown Away,R,121,6.2,Jeff Bridges,John Rice,1994
USA,Stuart Orme,Horror,The Puppet Masters,R,109,5.9,Donald Sutherland,Robert A. Heinlein,1994
Ireland,Don Bluth,Animation,Pulgarcita,G,100,6.4,Jodi Benson,Hans Christian Andersen,1994
USA,Les Mayfield,Family,Miracle on 34th Street,PG,114,6.4,Richard Attenborough,Valentine Davies,1994
USA,Russell Mulcahy,Action,The Shadow,PG-13,108,6,Alec Baldwin,Walter B. Gibson,1994
USA,Dennis Hopper,Comedy,Chasers,R,102,5,Tom Berenger,Joe Batteer,1994
France,Patrice Chéreau,Biography,Queen Margot,R,159,7.5,Isabelle Adjani,Alexandre Dumas,1994
USA,Woody Allen,Comedy,Bullets Over Broadway,R,98,7.5,John Cusack,Woody Allen,1994
USA,Daniel Petrie Jr.,Comedy,In the Army Now,PG,91,4.8,Pauly Shore,Steve Zacharias,1994
USA,John Waters,Comedy,Serial Mom,R,95,6.7,Kathleen Turner,John Waters,1994
Switzerland,Krzysztof Kieslowski,Comedy,Three Colors: White,R,91,7.7,Zbigniew Zamachowski,Krzysztof Kieslowski,1994
USA,Caroline Thompson,Adventure,Black Beauty,G,88,6.6,Sean Bean,Anna Sewell,1994
USA,Alek Keshishian,Comedy,With Honors,PG-13,103,6.7,Joe Pesci,William Mastrosimone,1994
USA,Rob Reiner,Adventure,North,PG,87,4.4,Elijah Wood,Alan Zweibel,1994
USA,Martin Campbell,Action,No Escape,R,118,6.1,Ray Liotta,Richard Herley,1994
USA,Jon Avnet,Drama,The War,PG-13,126,6.7,Elijah Wood,Kathy McWorter,1994
Italy,Michael Radford,Biography,Il Postino,PG,108,7.7,Massimo Troisi,Antonio Skármeta,1994
USA,Robert Benton,Comedy,Nobody's Fool,R,110,7.4,Paul Newman,Richard Russo,1994
Canada,John Flynn,Comedy,Brainscan,R,96,6.1,Edward Furlong,Brian Owens,1994
UK,Nicholas Hytner,Biography,The Madness of King George,PG-13,104,7.2,Nigel Hawthorne,Alan Bennett,1994
USA,Adam Bernstein,Comedy,It's Pat: The Movie,PG-13,77,2.6,Julia Sweeney,Julia Sweeney,1994
USA,Boaz Yakin,Crime,Fresh,R,114,7.6,Sean Nelson,Boaz Yakin,1994
USA,Richard Benjamin,Comedy,Milk Money,PG-13,110,5.5,Melanie Griffith,John Mattson,1994
USA,George Miller,Adventure,Andre,PG,100,5.7,Tina Majorino,Harry Goodridge,1994
USA,Alan Parker,Comedy,The Road to Wellville,R,118,5.8,Anthony Hopkins,T. Coraghessan Boyle,1994
USA,Ted Demme,Comedy,The Ref,R,96,6.9,Denis Leary,Marie Weiss,1994
USA,John G. Avildsen,Biography,8 Seconds,PG-13,105,6.5,Luke Perry,Monte Merrick,1994
Taiwan,Ang Lee,Comedy,Eat Drink Man Woman,UNRATED,124,7.8,Sihung Lung,Ang Lee,1994
USA,Adam Rifkin,Action,The Chase,PG-13,100,5.8,Charlie Sheen,Adam Rifkin,1994
USA,Alan Metter,Comedy,Police Academy: Mission to Moscow,PG,83,3.3,G.W. Bailey,Neal Israel,1994
USA,Keenen Ivory Wayans,Action,A Low Down Dirty Shame,R,100,5.9,Keenen Ivory Wayans,Keenen Ivory Wayans,1994
USA,James Yukich,Action,Double Dragon,PG-13,96,3.7,Robert Patrick,Paul Dini,1994
USA,David O. Russell,Comedy,Spanking the Monkey,UNRATED,100,6.3,Jeremy Davies,David O. Russell,1994
UK,Roman Polanski,Drama,Death and the Maiden,R,103,7.3,Sigourney Weaver,Ariel Dorfman,1994
Argentina,Betty Kaplan,Drama,De amor y de sombras,R,100,5.1,Antonio Banderas,Isabel Allende,1994
USA,Paul Weiland,Comedy,City Slickers II: The Legend of Curly's Gold,PG-13,116,5.5,Billy Crystal,Lowell Ganz,1994
USA,Fred Schepisi,Comedy,I.Q.,PG,100,6.2,Tim Robbins,Andy Breckman,1994
USA,Paul Flaherty,Comedy,Clifford,PG,90,5.3,Martin Short,William Porter,1994
Ireland,Don Bluth,Animation,A Troll in Central Park,G,76,5.4,Dom DeLuise,Stu Krieger,1994
USA,Gregg Champion,Action,The Cowboy Way,PG-13,102,5.8,Woody Harrelson,Robert C. Thompson,1994
USA,Jonathan Lynn,Comedy,Greedy,PG-13,113,6.2,Michael J. Fox,Lowell Ganz,1994
USA,Andrew Scheinman,Comedy,Little Big League,PG,119,6.1,Luke Edwards,Gregory K. Pincus,1994
USA,Charles T. Kanganis,Family,3 Ninjas Kick Back,PG,93,4.4,Victor Wong,Sang-ok Shin,1994
USA,Nora Ephron,Comedy,Mixed Nuts,PG-13,97,5.4,Steve Martin,Nora Ephron,1994
USA,George Huang,Comedy,Swimming with Sharks,R,93,7.1,Kevin Spacey,George Huang,1994
USA,John Badham,Action,Drop Zone,R,101,5.6,Wesley Snipes,Tony Griffin,1994
USA,Allan A. Goldstein,Action,Death Wish V: The Face of Death,R,95,4.7,Charles Bronson,Brian Garfield,1994
USA,Doug McHenry,Crime,Jason's Lyric,R,120,6.6,Allen Payne,Bobby Smith Jr.,1994
USA,Mark Rydell,Drama,Intersection,R,98,5.2,Richard Gere,David Rayfiel,1994
Japan,Franco Amurri,Adventure,Mi adorable delincuente,PG,96,5.3,Thora Birch,Franco Amurri,1994
USA,Charles Haid,Adventure,Iron Will,PG,108,6.5,Mackenzie Astin,John Michael Hayes,1994
Italy,Michele Soavi,Comedy,Cemetery Man,R,105,7.3,Rupert Everett,Gianni Romoli,1994
USA,Simon Wincer,Comedy,Lightning Jack,PG-13,98,5.4,Paul Hogan,Paul Hogan,1994
USA,Deran Sarafian,Action,Terminal Velocity,PG-13,102,5.4,Charlie Sheen,David Twohy,1994
Canada,Andrew Morahan,Action,Highlander: The Final Dimension,PG-13,99,4.3,Christopher Lambert,Gregory Widen,1994
Republic of Macedonia,Milcho Manchevski,Drama,Before the Rain,NOT RATED,113,8.1,Katrin Cartlidge,Milcho Manchevski,1994
China,Yimou Zhang,Drama,To Live,NOT RATED,133,8.3,You Ge,Wei Lu,1994
USA,Ron Howard,Comedy,The Paper,R,112,6.6,Michael Keaton,David Koepp,1994
USA,Adam Resnick,Adventure,Cabin Boy,PG-13,80,5.1,Chris Elliott,Chris Elliott,1994
USA,Rory Kelly,Comedy,Sleep with Me,R,86,5.7,Craig Sheffer,Duane Dell'Amico,1994
Russia,Nikita Mikhalkov,Drama,Burnt by the Sun,R,135,8,Nikita Mikhalkov,Rustam Ibragimbekov,1994
UK,Nancy Meckler,Drama,Sister My Sister,R,100,6.9,Julie Walters,Wendy Kesselman,1994
USA,Glenn Gordon Caron,Comedy,Love Affair,PG-13,108,5.9,Warren Beatty,Mildred Cram,1994
USA,Darnell Martin,Comedy,I Like It Like That,R,104,6.8,Luna Lauren Velez,Darnell Martin,1994
USA,Howard Deutch,Comedy,Getting Even with Dad,PG,109,4.6,Macaulay Culkin,Tom S. Parker,1994
USA,Peter Markle,Adventure,Wagons East,PG-13,107,4.7,John Candy,Matthew Carlson,1994
USA,Charles Shyer,Action,I Love Trouble,PG,123,5.2,Nick Nolte,Nancy Meyers,1994
USA,Eric Meza,Comedy,House Party 3,R,100,4.1,Christopher Reid,Reginald Hudlin,1994
USA,Rodman Flender,Comedy,Leprechaun 2,R,85,4.4,Warwick Davis,Mark Jones,1994
USA,Mike Binder,Comedy,Blankman,PG-13,92,4.8,Damon Wayans,Damon Wayans,1994
UK,Stephen Norrington,Action,Death Machine,R,99,5.7,Brad Dourif,Stephen Norrington,1994
UK,Antonia Bird,Drama,Priest,R,105,7.1,Linus Roache,Jimmy McGovern,1994
USA,Tia Brelis,Comedy,Trading Mom,PG,100,5.5,Sissy Spacek,Nancy Brelis,1994
UK,Iain Softley,Biography,Backbeat,R,100,6.7,Stephen Dorff,Iain Softley,1994
Hong Kong,Kar-Wai Wong,Action,Ashes of Time,R,100,7.2,Brigitte Lin,Louis Cha,1994
USA,Michael Ritchie,Comedy,The Scout,PG-13,101,5.3,Albert Brooks,Roger Angell,1994
USA,John Sayles,Drama,The Secret of Roan Inish,PG,103,7.5,Jeni Courtney,Rosalie K. Fry,1994
USA,Michael Ritchie,Comedy,Cops and Robbersons,PG,93,5,Chevy Chase,Bernie Somers,1994
USA,Alan Rudolph,Biography,Mrs. Parker and the Vicious Circle,R,125,6.4,Jennifer Jason Leigh,Alan Rudolph,1994
UK,John Roberts,Adventure,War of the Buttons,PG,94,7.5,Gregg Fitzgerald,Louis Pergaud,1994
USA,Hugh Wilson,Comedy,Guarding Tess,PG-13,96,6.2,Shirley MacLaine,Hugh Wilson,1994
USA,John Bailey,Crime,China Moon,R,99,6.2,Ed Harris,Roy Carlson,1994
UK,Bill Forsyth,Comedy,Being Human,PG-13,122,5.4,Robin Williams,Bill Forsyth,1994
Italy,Giuseppe Tornatore,Crime,A Pure Formality,PG-13,108,7.8,Gérard Depardieu,Giuseppe Tornatore,1994
USA,Paul Michael Glaser,Comedy,The Air Up There,PG,107,5.5,Kevin Bacon,Max Apple,1994
USA,Kevin Reynolds,Action,Rapa Nui,R,107,6.4,Jason Scott Lee,Kevin Reynolds,1994
USA,George Gallo,Adventure,Trapped in Paradise,PG-13,111,5.9,Nicolas Cage,George Gallo,1994
USA,James Gray,Crime,Little Odessa,R,98,6.8,Tim Roth,James Gray,1994
USA,Donald Petrie,Comedy,The Favor,R,97,5.3,Harley Jane Kozak,Sara Parriott,1994
USA,Jefery Levy,Comedy,S.F.W.,R,96,5.9,Stephen Dorff,Andrew Wellman,1994
USA,Ron Underwood,Comedy,Speechless,PG-13,99,5.7,Michael Keaton,Robert King,1994
USA,Ron Shelton,Biography,Cobb,R,128,6.5,Tommy Lee Jones,Al Stump,1994
USA,Bob Clark,Comedy,It Runs in the Family,PG,85,5.7,Charles Grodin,Jean Shepherd,1994
USA,Daniel Petrie,Family,Lassie,PG,94,5.9,Helen Slater,Eric Knight,1994
France,Gérard Corbiau,Biography,Farinelli,R,111,6.9,Stefano Dionisi,Andrée Corbiau,1994
USA,Gillies MacKinnon,Drama,A Simple Twist of Fate,PG-13,106,6.3,Steve Martin,George Eliot,1994
USA,Hal Hartley,Comedy,Amateur,R,105,7,Isabelle Huppert,Hal Hartley,1994
USA,Bruce Beresford,Drama,Silent Fall,R,100,5.9,Richard Dreyfuss,Akiva Goldsman,1994
France,Charles Burnett,Crime,The Glass Shield,PG-13,109,6.6,Michael Boatman,Charles Burnett,1994
USA,Whit Stillman,Comedy,Barcelona,PG-13,101,7,Taylor Nichols,Whit Stillman,1994
USA,Floyd Mutrux,Comedy,There Goes My Baby,R,99,6.4,Dermot Mulroney,Floyd Mutrux,1994
USA,Ken Olin,Adventure,White Fang 2: Myth of the White Wolf,PG,100,5.4,Scott Bairstow,David Fallon,1994
UK,David Mamet,Drama,Oleanna,NOT RATED,89,6.7,William H. Macy,David Mamet,1994
USA,Barry Levinson,Crime,Jimmy Hollywood,R,112,5.3,Joe Pesci,Barry Levinson,1994
UK,Michael Austin,Comedy,Princess Caraboo,PG,97,6,Phoebe Cates,Michael Austin,1994
USA,James L. Brooks,Comedy,I'll Do Anything,PG-13,115,5.6,Nick Nolte,James L. Brooks,1994
USA,Mel Smith,Comedy,Radioland Murders,PG,108,6.2,Brian Benben,George Lucas,1994
USA,Gary Jones,Horror,Mosquito,R,92,4.6,Gunnar Hansen,Tom Chaney,1994
Australia,Geoff Burton,Comedy,The Sum of Us,R,100,7.4,Jack Thompson,David Stevens,1994
UK,Mike Figgis,Drama,The Browning Version,R,97,7.3,Albert Finney,Terence Rattigan,1994
USA,Martha Coolidge,Comedy,Angie,R,107,5.4,Geena Davis,Avra Wing,1994
USA,Louis Malle,Comedy,Vanya on 42nd Street,PG,119,7.5,Wallace Shawn,Anton Chekhov,1994
Canada,Mina Shum,Drama,Double Happiness,PG-13,87,7.2,Sandra Oh,Mina Shum,1994
USA,Rose Troche,Drama,Go Fish,R,83,5.6,V.S. Brodie,Rose Troche,1994
USA,Bill Fishman,Comedy,"Car 54, Where Are You?",PG-13,89,2.4,David Johansen,Nat Hiken,1994
USA,Kelly Reichardt,Drama,River of Grass,NOT RATED,76,6.5,Lisa Bowman,Jesse Hartman,1994
UK,Brian Gilbert,Biography,Tom & Viv,PG-13,100,6.5,Willem Dafoe,Michael Hastings,1994
USA,Michael Almereyda,Drama,Nadja,R,93,6,Elina Löwensohn,Michael Almereyda,1994
France,André Téchiné,Drama,Wild Reeds,NOT RATED,110,7.6,Élodie Bouchez,Olivier Massart,1994
UK,Ken Loach,Drama,Ladybird Ladybird,R,101,7.5,Crissy Rock,Rona Munro,1994
USA,Xavier Koller,Adventure,Squanto: A Warrior's Tale,PG,102,6.1,Adam Beach,Darlene Craviotto,1994
Canada,Bruce McDonald,Comedy,Dance Me Outside,R,84,7.3,Ryan Rajendra Black,John Frizzell,1994
Italy,Roberto Benigni,Comedy,The Monster,R,112,7.5,Roberto Benigni,Vincenzo Cerami,1994
Iran,Abbas Kiarostami,Drama,Through the Olive Trees,G,103,7.8,Mohamad Ali Keshavarz,Abbas Kiarostami,1994
France,Hervé Palud,Adventure,"Little Indian, Big City",PG,100,5.6,Thierry Lhermitte,Philippe Bruneau,1994
USA,Mick Jackson,Comedy,Clean Slate,PG-13,107,5.7,Dana Carvey,Robert King,1994
USA,Leonard Nimoy,Comedy,Holy Matrimony,PG-13,93,5.1,Patricia Arquette,David Weisberg,1994
Germany,Sönke Wortmann,Comedy,Maybe... Maybe Not,R,93,6.6,Til Schweiger,Sönke Wortmann,1994
South Africa,Bruce Beresford,Comedy,A Good Man in Africa,R,94,5,Colin Friels,William Boyd,1994
France,Claire Denis,Drama,I Can't Sleep,UNRATED,110,7,Yekaterina Golubeva,Jean-Pol Fargeau,1994
France,Bertrand Tavernier,Action,La fille de d'Artagnan,R,125,5.9,Sophie Marceau,Jean Cosmos,1994
USA,David Fincher,Crime,Se7en,R,127,8.6,Morgan Freeman,Andrew Kevin Walker,1995
USA,Joe Johnston,Action,Jumanji,PG,104,6.9,Robin Williams,Jonathan Hensleigh,1995
USA,Mel Gibson,Biography,Braveheart,R,178,8.4,Mel Gibson,Randall Wallace,1995
USA,Bryan Singer,Crime,The Usual Suspects,R,106,8.6,Kevin Spacey,Christopher McQuarrie,1995
USA,Michael Mann,Action,Heat,R,170,8.2,Al Pacino,Michael Mann,1995
USA,Amy Heckerling,Comedy,Clueless,PG-13,97,6.8,Alicia Silverstone,Amy Heckerling,1995
USA,Mike Gabriel,Animation,Pocahontas,G,81,6.7,Mel Gibson,Carl Binder,1995
USA,Terry Gilliam,Mystery,Twelve Monkeys,R,129,8,Bruce Willis,Chris Marker,1995
USA,John Lasseter,Animation,Toy Story,G,81,8.3,Tom Hanks,John Lasseter,1995
USA,Joel Schumacher,Action,Batman Forever,PG-13,121,5.4,Val Kilmer,Bob Kane,1995
UK,Martin Campbell,Action,GoldenEye,PG-13,130,7.2,Pierce Brosnan,Ian Fleming,1995
France,Martin Scorsese,Crime,Casino,R,178,8.2,Robert De Niro,Nicholas Pileggi,1995
USA,Larry Clark,Drama,Kids,UNRATED,91,7,Leo Fitzpatrick,Harmony Korine,1995
France,Paul Verhoeven,Drama,Showgirls,NC-17,128,4.7,Elizabeth Berkley,Joe Eszterhas,1995
USA,Brad Silberling,Comedy,Casper,PG,100,6,Bill Pullman,Joseph Oriolo,1995
Japan,Mamoru Oshii,Animation,Ghost in the Shell,NOT RATED,83,8,Atsuko Tanaka,Shirow Masamune,1995
USA,F. Gary Gray,Comedy,Friday,R,91,7.3,Ice Cube,Ice Cube,1995
USA,Richard Linklater,Drama,Before Sunrise,R,101,8.1,Ethan Hawke,Richard Linklater,1995
USA,Paul W.S. Anderson,Action,Mortal Kombat,PG-13,101,5.8,Christopher Lambert,Ed Boon,1995
USA,Ron Howard,Adventure,Apollo 13,PG,140,7.6,Tom Hanks,Jim Lovell,1995
USA,Iain Softley,Comedy,Hackers,PG-13,107,6.2,Jonny Lee Miller,Rafael Moreu,1995
